epoch,runtime,test-acc
143,9659.388671875,78.04125213623047
144,9767.986328125,78.04207611083984
145,9986.8291015625,77.86618041992188
146,9986.8291015625,78.01158905029297
147,9986.8291015625,77.98884582519531
148,9985.1337890625,78.04609680175781
149,10150.9814453125,78.04609680175781
150,10150.9814453125,78.04706573486328
151,10269.91796875,78.08403015136719
152,10405.529296875,78.1379165649414
153,10420.65625,78.1148681640625
154,10423.197265625,78.24480438232422
155,10604.4736328125,78.31643676757812
156,10621.4775390625,78.22203826904297
157,10621.4775390625,78.21334838867188
158,10768.63671875,78.24120330810547
159,10768.63671875,78.28508758544922
160,10761.3212890625,78.43292236328125
161,10774.5888671875,78.45231628417969
162,10774.5888671875,78.46353149414062
163,10946.1796875,78.56130981445312
164,10946.8466796875,78.501220703125
165,11082.49609375,78.47030639648438
166,11107.8671875,78.47432708740234
167,11152.3134765625,78.46056365966797
168,11169.3466796875,78.63343048095703
169,11169.3466796875,78.61603546142578
170,11279.0458984375,78.62834167480469
171,11449.12109375,78.67322540283203
172,11450.4140625,78.67440795898438
173,11643.2041015625,78.66138458251953
174,11643.2041015625,78.59944152832031
175,11627.634765625,78.59944152832031
176,11691.0791015625,78.59233093261719
177,11821.4599609375,78.669921875
178,11908.453125,78.6541748046875
179,11899.388671875,78.68494415283203
180,11967.1337890625,78.68016815185547
181,12017.8837890625,78.68016815185547
182,12139.2431640625,78.63697814941406
183,12169.3740234375,78.579833984375
184,12199.5751953125,78.70293426513672
185,12353.716796875,78.69439697265625
186,12401.001953125,78.70272064208984
187,12433.64453125,78.68155670166016
188,12465.357421875,78.91561126708984
189,12481.1728515625,78.86223602294922
190,12546.8359375,78.88148498535156
191,12604.048828125,78.82666015625
192,12667.6591796875,78.85860443115234
193,12703.2109375,78.81846618652344
194,12737.814453125,78.85277557373047
195,12845.4794921875,78.85018157958984
196,12921.330078125,78.81752014160156
197,12964.8916015625,78.82196807861328
198,13043.4736328125,78.8286361694336
199,13115.6845703125,78.8201675415039
200,13198.1865234375,78.8201675415039
