epoch,runtime,test-acc
93,3169.012939453125,10.623284339904785
94,3230.87158203125,10.620611190795898
95,3331.072021484375,10.622148513793945
96,3344.89697265625,10.623260498046875
97,3392.06005859375,10.627013206481934
98,3437.4453125,10.648785591125488
99,3437.4453125,10.63999080657959
100,3516.20556640625,10.630581855773926
101,3533.75830078125,10.696586608886719
102,3533.75830078125,10.718917846679688
103,3617.505859375,10.762287139892578
104,3617.505859375,10.747581481933594
105,3671.910888671875,10.810397148132324
106,3736.193603515625,10.940845489501953
107,3777.14453125,10.89346694946289
108,3777.951416015625,10.8060884475708
109,3847.679443359375,10.806998252868652
110,3845.871337890625,10.83095932006836
111,3845.871337890625,10.827807426452637
112,3858.420166015625,10.826058387756348
113,3932.201171875,10.844829559326172
114,3990.2705078125,10.845192909240723
115,4016.728759765625,10.873242378234863
116,4060.37255859375,10.861824035644531
117,4060.37255859375,10.853523254394531
118,4125.1103515625,10.855386734008789
119,4167.7490234375,10.862678527832031
120,4176.82373046875,10.8539400100708
121,4185.0419921875,10.85409927368164
122,4243.115234375,10.857096672058105
123,4243.115234375,10.858498573303223
124,4280.4833984375,10.861320495605469
125,4318.3916015625,10.861557006835938
126,4329.751953125,10.858388900756836
127,4366.91748046875,10.852340698242188
128,4480.140625,10.8582124710083
129,4527.49365234375,10.855002403259277
130,4559.98388671875,10.822603225708008
131,4562.1376953125,10.824028968811035
132,4566.02392578125,10.828638076782227
133,4611.43212890625,10.870377540588379
134,4611.43212890625,10.868589401245117
135,4669.9072265625,10.874465942382812
136,4757.033203125,10.790299415588379
137,4755.6826171875,10.808629035949707
138,4767.66259765625,10.800399780273438
139,4810.2724609375,10.784424781799316
140,4800.78173828125,10.809417724609375
141,4821.03662109375,10.81210708618164
142,4920.41455078125,10.810297012329102
143,4920.41455078125,10.852632522583008
144,4977.3427734375,10.86042308807373
145,4977.3427734375,10.845894813537598
146,5082.41748046875,10.845850944519043
147,5082.41748046875,10.841331481933594
148,5133.79345703125,10.829645156860352
149,5194.73193359375,10.830133438110352
150,5194.73193359375,10.828968048095703
151,5189.83251953125,10.8270845413208
152,5261.34619140625,10.829174041748047
153,5235.625,10.832708358764648
154,5235.625,10.835107803344727
155,5328.9326171875,10.831929206848145
156,5331.41162109375,10.833218574523926
157,5370.1240234375,10.845709800720215
158,5455.84326171875,10.845927238464355
159,5519.93603515625,10.857650756835938
160,5512.56640625,10.86363697052002
161,5606.6064453125,10.865260124206543
162,5636.4814453125,10.865260124206543
163,5635.89990234375,10.840190887451172
164,5707.37451171875,10.865096092224121
165,5776.11865234375,10.799454689025879
166,5776.06201171875,10.789813041687012
167,5813.1591796875,10.782083511352539
168,5823.1162109375,10.769445419311523
169,5890.7490234375,10.780415534973145
170,5943.18994140625,10.780415534973145
171,5953.5673828125,10.757524490356445
172,6001.4853515625,10.754217147827148
173,6000.99951171875,10.737088203430176
174,6044.1572265625,10.796000480651855
175,6077.86376953125,10.818582534790039
176,6107.98876953125,10.80137825012207
177,6212.33984375,10.81190013885498
178,6334.37744140625,10.830573081970215
179,6330.7236328125,10.829236030578613
180,6312.419921875,10.816986083984375
181,6318.85595703125,10.816903114318848
182,6402.94482421875,10.769933700561523
183,6390.35888671875,10.807465553283691
184,6409.45166015625,10.847777366638184
185,6452.3583984375,10.842360496520996
186,6512.19677734375,10.81106185913086
187,6540.07666015625,10.82233715057373
188,6606.49267578125,10.845797538757324
189,6656.50390625,10.854016304016113
190,6673.71484375,10.854016304016113
191,6689.80615234375,10.810909271240234
192,6788.5712890625,10.811766624450684
193,6837.83251953125,10.819307327270508
194,6918.890625,10.817009925842285
195,6965.73828125,10.811275482177734
196,6943.884765625,10.80024528503418
197,6991.43408203125,10.779281616210938
198,7013.5048828125,10.765998840332031
199,7039.4384765625,10.794182777404785
200,7046.14599609375,10.794182777404785
